"unknown_0","unknown_1","unknown_2","unknown_3","unknown_6","unknown_7","unknown_8","unknown_10","unknown_12","unknown_14","unknown_16","id","unknown_19","unknown_20","unknown_21","unknown_22","unknown_24","unknown_26","unknown_27","unknown_28","unknown_29","unknown_30","unknown_31","unknown_32","unknown_33","unknown_34","unknown_35","unknown_36","unknown_37","unknown_38","unknown_39","unknown_40","unknown_41","unknown_42","unknown_43","unknown_44","unknown_45","unknown_46","unknown_47","unknown_48","unknown_49","unknown_50","unknown_51","unknown_56","unknown_58","unknown_60","unknown_82","rmd_length","rmd"
"0","0","0","0","0","0","0","0","0","0","0","63","0","1","8192","19","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","21","[063]T06_M01_B01.rmd"
"0","0","0","0","0","0","0","0","0","0","0","64","0","1","8192","19","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","21","[064]T06_M01_B02.rmd"
"0","0","0","0","0","0","0","0","0","0","0","65","0","1","8192","19","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","21","[065]T06_M01_B03.rmd"
"0","0","0","0","0","0","0","0","0","0","0","66","0","1","24576","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","21","[066]T06_M01_B04.rmd"
"0","0","0","0","0","0","0","0","0","0","0","67","0","1","8192","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","21","[067]T06_M01_B05.rmd"
"0","0","0","0","0","0","0","0","0","0","0","68","0","1","24576","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","13","[068]G24.rmd"
"0","0","0","0","0","0","0","0","0","0","0","69","0","1","24576","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","13","[069]G26.rmd"
"0","0","0","0","0","0","0","0","0","0","0","70","0","1","24576","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","13","[070]G27.rmd"
"0","1","0","0","0","0","0","0","0","0","0","71","0","2","8192","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","13","[071]T03.rmd"
"0","0","0","0","0","0","0","0","0","0","0","72","0","1","24576","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","13","[072]G29.rmd"
"0","0","0","0","0","0","0","0","0","0","0","73","0","1","24576","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","13","[073]G30.rmd"
"0","1","0","0","0","0","0","0","0","0","0","74","0","258","8192","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","13","[074]T04.rmd"
"0","0","0","0","0","0","0","0","0","0","0","75","0","1","24576","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","17","[075]G26_G01.rmd"
"0","0","0","0","0","0","0","0","0","0","0","76","0","1","24576","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","17","[076]G26_G02.rmd"
"0","0","0","0","0","0","0","0","0","0","0","77","0","1","24576","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","17","[077]G26_G03.rmd"
"0","0","0","0","0","0","0","0","0","0","0","78","0","1","24576","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","17","[078]G26_G04.rmd"
"0","0","0","0","0","0","0","0","0","0","0","79","0","1","24576","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","17","[079]G26_G05.rmd"
"0","0","0","0","0","0","0","0","0","0","0","80","0","1","24576","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","17","[080]G26_G06.rmd"
"0","0","0","0","0","0","0","0","0","0","0","81","0","1","24576","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","17","[081]G26_G07.rmd"
"0","0","0","0","0","0","0","0","0","0","0","82","0","1","24576","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","17","[082]G26_G08.rmd"
"0","0","0","0","0","0","0","0","0","0","0","83","0","1","24576","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","17","[083]G26_G09.rmd"
"0","0","0","0","0","0","0","0","0","0","0","84","0","1","24576","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","17","[084]G26_G10.rmd"
"0","0","0","0","0","0","0","0","0","0","0","85","0","1","24576","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","17","[085]G26_G11.rmd"
"0","0","0","0","0","0","0","0","0","0","0","86","0","1","24576","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","17","[086]G26_G12.rmd"
"0","0","0","0","0","0","0","0","0","0","0","87","0","1","24576","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","17","[087]G26_G13.rmd"
"0","0","0","0","0","0","0","0","0","0","0","88","0","1","24576","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","17","[088]G26_G14.rmd"
"0","0","0","0","0","0","0","0","0","0","0","89","0","1","24576","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","17","[089]G26_G15.rmd"
"0","0","0","0","0","0","0","0","0","0","0","90","0","1","24576","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","17","[090]G26_G16.rmd"
"0","0","0","0","0","0","0","0","0","0","0","91","0","1","24576","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","17","[091]G26_G17.rmd"
"0","0","0","0","0","0","0","0","0","0","0","92","0","1","24576","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","17","[092]G26_G18.rmd"
"0","0","0","0","0","0","0","0","0","0","0","93","0","1","24576","0","144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","17","[093]G26_C01.rmd"
"0","1","0","0","0","0","0","0","0","0","0","94","0","3","8192","0","144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","20","[094]T01_Bank01.rmd"
"0","1","0","0","0","0","0","0","0","0","0","95","0","3","8192","80","144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","23","[095]T01_GUILD_CRT.rmd"
"0","0","0","0","0","0","0","0","0","0","0","96","0","1","8192","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","21","[096]G24_H01_F01.rmd"
"0","0","0","0","0","0","0","0","0","0","0","97","0","1","8704","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","21","[097]G24_H01_F02.rmd"
"0","0","0","0","0","0","0","0","0","0","0","98","0","1","8192","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","21","[098]G24_H01_B01.rmd"
"0","0","0","0","0","0","0","0","0","0","0","99","0","1","8192","16","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","21","[099]G24_H01_B02.rmd"
"70","0","30","0","0","0","0","0","0","0","0","1000","0","3585","0","0","64","40","40","40","40","40","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","14","[1000]D01.rmd"
"70","0","30","0","0","0","0","0","0","0","0","1001","0","3585","0","0","64","40","40","40","40","40","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","14","[1001]D01.rmd"
"70","0","30","0","0","0","0","0","0","0","0","1002","0","3585","0","0","64","40","40","40","40","40","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","14","[1002]D01.rmd"
"70","0","30","0","0","0","0","0","0","0","0","1003","0","3585","0","0","64","70","70","70","70","70","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","[1003]WasteLandOfDeath.rmd"
"70","0","30","0","0","0","0","0","0","0","0","1004","0","3585","0","0","64","70","70","70","70","70","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","[1004]WasteLandOfDeath.rmd"
"70","0","30","0","0","0","0","0","0","0","0","1005","0","3585","0","0","64","70","70","70","70","70","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","[1005]WasteLandOfDeath.rmd"
"70","0","30","0","0","0","0","0","0","0","0","1006","0","3585","0","0","64","70","70","70","70","70","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","[1006]WasteLandOfDeath.rmd"
"70","512","30","0","5","50","95","0","0","0","0","1007","0","12289","28801","137","0","70","70","70","70","70","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","27","[1007]YatikanuForest_1.rmd"
"50","512","30","0","10","100","100","0","0","0","0","1008","0","12801","20609","0","0","80","80","80","80","80","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","27","[1008]YatikanuForest_2.rmd"
"50","512","30","0","15","100","100","0","0","0","0","1009","0","13313","20609","0","0","85","85","85","85","85","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","27","[1009]YatikanuForest_3.rmd"
"0","0","0","0","0","0","0","0","0","0","0","100","0","1","8192","16","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","21","[100]G24_H01_B03.rmd"
"0","513","0","0","0","0","0","1","0","0","0","1010","0","8194","129","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","14","[1010]T21.rmd"
"50","648","30","0","10","100","100","0","0","0","0","1011","0","12801","20609","0","0","80","80","80","80","80","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","25","[1011]YatikanuRaid01.rmd"
"50","648","30","0","15","100","100","0","0","0","0","1012","0","12801","20609","0","16","85","85","85","85","85","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","25","[1012]YatikanuRaid02.rmd"
"70","648","30","0","0","0","0","0","0","0","0","1013","0","12801","20609","0","16","70","70","70","70","70","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","[1013]SYatikanuRaid02.rmd"
"0","1","0","0","0","0","0","0","0","0","0","1014","0","8195","4289","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","14","[1014]D12.rmd"
"70","0","25","0","0","0","0","0","0","0","0","1015","0","3585","4096","0","0","45","45","45","45","45","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","[1015]CoolCave.rmd"
"70","0","25","0","0","0","0","0","0","0","0","1016","0","3585","4096","0","0","50","50","50","50","50","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","[1016]LonelyIsland.rmd"
